strategy,symbol,timeframe,n_trades,win_rate,total_return,cagr,sharpe,sortino,max_dd,profit_factor,avg_win,avg_loss,final_capital
Bollinger,USDJPY,M15,673,41.01,-17.77,-32.47,-9.0357,-11.3865,-17.77,0.52,0.0766,0.1024,8223.43
Swing_SR,EURCHF,M15,254,46.85,-10.36,-19.7,-9.1666,-10.2419,-10.29,0.27,0.0341,0.1109,8964.26
EMA_Cross,XRPUSD,M15,800,36.5,-89.46,-98.88,-9.325,-10.9397,-89.64,0.39,0.5549,0.757,1053.57
Bollinger,GBPUSD,M15,677,42.69,-18.61,-33.85,-9.3975,-13.1998,-18.9,0.53,0.0814,0.1136,8139.02
Swing_SR,XAUUSD,M5,687,51.67,-49.47,-74.78,-9.508,-11.0191,-49.82,0.51,0.1952,0.4127,5052.55
Swing_SR,GBPCHF,M15,291,53.26,-14.37,-26.75,-9.5323,-12.9327,-14.31,0.32,0.0469,0.1673,8563.47
RSI,EURGBP,M15,232,35.34,-11.73,-22.15,-9.6925,-9.752,-11.76,0.19,0.0358,0.1034,8827.0
EMA_Cross,NZDUSD,M15,585,38.97,-25.17,-44.12,-9.7535,-11.4724,-25.17,0.49,0.1198,0.1576,7483.0
Bollinger,ETHUSD,M15,948,37.55,-92.53,-99.44,-9.7851,-12.6645,-92.61,0.44,0.6151,0.8016,747.43
Stochastic,XRPUSD,M15,1230,40.57,-96.92,-99.9,-9.8704,-11.866,-96.91,0.47,0.6212,0.893,307.79
Bollinger,XAGUSD,M5,1845,42.6,-91.75,-99.35,-9.925,-11.9841,-91.75,0.6,0.5369,0.629,825.36
EMA_Cross,EURUSD,M15,573,37.7,-15.69,-29.0,-9.9692,-12.4702,-16.0,0.49,0.0745,0.0928,8431.3
Bollinger,XRPUSD,M15,953,37.04,-93.33,-99.55,-10.3653,-12.2531,-93.49,0.44,0.6443,0.8233,667.33
Stochastic,ETHUSD,M15,1049,43.37,-92.2,-99.39,-10.3959,-13.3385,-92.17,0.55,0.6173,0.895,779.78
RSI,GBPJPY,M15,299,38.46,-21.22,-38.04,-10.4475,-11.7424,-21.22,0.25,0.0703,0.1734,7877.68
EMA_Cross,XAGUSD,M5,1565,38.59,-85.74,-98.04,-10.6099,-12.2345,-85.92,0.66,0.5455,0.542,1426.22
RSI,EURCHF,M15,272,37.87,-13.33,-24.96,-10.6218,-11.5473,-13.36,0.25,0.045,0.112,8667.08
Stochastic,GBPUSD,M15,948,43.25,-25.63,-44.8,-10.7617,-14.083,-25.89,0.54,0.0839,0.1188,7437.28
Stochastic,XAGUSD,M5,2682,44.93,-94.01,-99.66,-10.8439,-13.8373,-94.04,0.73,0.5574,0.6403,599.0
Parabolic_SAR,XAGUSD,M5,3052,37.58,-95.57,-99.81,-10.8846,-18.5845,-95.61,0.78,0.5669,0.5017,443.27
EMA_Cross,ETHUSD,M15,773,36.48,-89.16,-98.81,-10.8901,-13.3721,-89.45,0.38,0.5601,0.7694,1084.0
EMA_Cross,LTCUSD,M15,806,38.09,-90.2,-99.03,-10.9218,-12.6161,-90.26,0.38,0.4999,0.7685,979.92
Bollinger,BTCUSD,M15,922,37.53,-87.88,-98.52,-11.22,-15.3245,-88.01,0.43,0.4733,0.6466,1211.94
EMA_Cross,USDJPY,M15,617,33.06,-21.18,-37.97,-11.2859,-12.8171,-21.25,0.42,0.0817,0.0979,7882.18
Stochastic,EURUSD,M15,933,45.02,-22.09,-39.41,-11.3335,-15.3183,-22.23,0.54,0.0709,0.1066,7790.73
Bollinger,LTCUSD,M15,903,37.32,-90.7,-99.13,-11.3414,-14.6591,-90.89,0.47,0.5543,0.7438,930.23
EMA_Cross,USDCAD,M15,595,38.32,-16.6,-30.53,-11.3763,-13.4462,-16.67,0.41,0.0536,0.0827,8339.93
Bollinger,NZDJPY,M15,654,38.23,-31.84,-53.67,-11.4251,-16.8717,-31.89,0.41,0.1068,0.1608,6815.78
EMA_Cross,USDCHF,M15,621,34.94,-19.81,-35.8,-11.4818,-14.6744,-19.82,0.5,0.1003,0.1084,8018.55
EMA_Cross,GBPUSD,M15,572,35.84,-21.06,-37.78,-11.7431,-13.3833,-21.28,0.42,0.083,0.1107,7894.49
MACD,USDJPY,M15,1053,33.43,-29.37,-50.24,-11.797,-13.9438,-29.53,0.46,0.0794,0.0894,7062.79
Swing_SR,USDCHF,M5,758,53.83,-19.8,-35.93,-11.8417,-15.4133,-19.8,0.47,0.0477,0.1186,8020.39
Bollinger,EURUSD,M15,673,39.97,-19.16,-34.74,-11.9526,-17.8416,-19.33,0.48,0.072,0.1005,8084.0
EMA_Cross,NZDJPY,M15,589,37.52,-30.76,-52.17,-12.0821,-13.5519,-30.71,0.38,0.0999,0.1597,6924.38
Bollinger,NZDUSD,M15,682,39.88,-29.61,-50.57,-12.1692,-16.1883,-29.73,0.48,0.1207,0.1655,7038.8
Stochastic,LTCUSD,M15,1257,45.03,-94.19,-99.66,-12.2363,-15.481,-94.32,0.53,0.5117,0.8253,580.94
RSI,USDJPY,M5,883,41.9,-20.73,-37.43,-12.3359,-15.2357,-20.94,0.43,0.0464,0.0787,7926.71
Swing_SR,USDJPY,M5,729,47.19,-19.28,-35.09,-12.3506,-13.6416,-19.44,0.39,0.0392,0.0906,8072.04
MACD,ETHUSD,M15,1384,34.32,-97.64,-99.94,-12.361,-13.8843,-97.67,0.38,0.6101,0.7261,235.69
MACD,USDCHF,M15,1028,35.89,-28.39,-48.84,-12.4026,-15.3644,-28.53,0.52,0.0965,0.1046,7161.04
Bollinger,USDCAD,M15,667,42.28,-16.2,-29.86,-12.4766,-15.4118,-16.57,0.45,0.052,0.0841,8379.94
EMA_Cross,AUDJPY,M15,551,37.57,-29.62,-50.58,-12.5346,-15.5215,-29.59,0.4,0.1085,0.1672,7038.11
Parabolic_SAR,USDCHF,M15,1112,35.25,-33.98,-56.53,-12.7438,-15.552,-33.98,0.47,0.0933,0.1083,6602.44
Stochastic,NZDUSD,M15,979,43.72,-35.58,-58.62,-12.9275,-14.7906,-35.98,0.54,0.1188,0.1718,6442.38
Swing_SR,EURGBP,M15,314,38.22,-15.97,-29.47,-12.9616,-15.8528,-15.99,0.15,0.0244,0.1047,8403.2
EMA_Cross,BTCUSD,M15,782,37.21,-86.4,-98.13,-13.0347,-15.268,-86.39,0.36,0.3995,0.6399,1360.4
RSI,ETHUSD,M5,1141,39.79,-93.66,-99.61,-13.0806,-15.187,-93.71,0.41,0.3788,0.6484,634.04
Parabolic_SAR,ETHUSD,M15,1324,37.76,-97.06,-99.91,-13.1132,-15.5512,-97.11,0.46,0.5828,0.7761,294.12
Swing_SR,ETHUSD,M5,948,46.31,-91.25,-99.25,-13.3189,-14.6312,-91.27,0.33,0.2788,0.7159,874.69
MACD,EURUSD,M15,991,34.51,-28.45,-48.93,-13.394,-14.9189,-28.7,0.43,0.0727,0.0898,7154.62
Stochastic,AUDJPY,M15,926,43.3,-40.17,-64.33,-13.4154,-17.0502,-40.33,0.46,0.1059,0.1784,5983.1
MACD,NZDUSD,M15,1017,35.4,-40.69,-64.94,-13.4335,-16.8803,-40.72,0.46,0.1211,0.1457,5931.4
Stochastic,NZDJPY,M15,934,43.58,-40.34,-64.54,-13.6091,-16.7314,-40.31,0.44,0.097,0.1727,5965.71
Swing_SR,GBPJPY,M15,248,43.15,-20.31,-36.6,-13.7854,-17.4058,-20.3,0.19,0.0501,0.1987,7968.91
Parabolic_SAR,NZDUSD,M15,1074,37.62,-39.86,-63.95,-13.7861,-18.7997,-39.86,0.49,0.1192,0.1476,6014.42
RSI,USDCHF,M5,898,43.43,-24.17,-42.78,-13.8199,-16.3803,-24.31,0.41,0.0487,0.0918,7582.93
MACD,AUDJPY,M15,956,37.13,-40.77,-65.04,-13.9001,-17.2745,-40.86,0.43,0.1046,0.1487,5923.06
MACD,XRPUSD,M15,1414,32.81,-98.38,-99.97,-13.9806,-17.0547,-98.4,0.42,0.6008,0.723,161.58
Bollinger,CADJPY,M15,643,34.99,-27.1,-46.97,-14.0587,-18.6265,-27.16,0.36,0.0751,0.1159,7290.16
Parabolic_SAR,EURUSD,M15,1103,36.17,-27.71,-47.86,-14.1963,-19.0009,-27.76,0.48,0.0731,0.0874,7228.79
Swing_SR,LTCUSD,M5,995,46.43,-88.33,-98.66,-14.2367,-17.9605,-88.33,0.41,0.2258,0.5957,1166.59
Parabolic_SAR,XRPUSD,M15,1455,35.46,-98.45,-99.98,-14.2984,-18.6288,-98.48,0.46,0.606,0.7715,154.66
MACD,XAGUSD,M5,2773,34.98,-97.55,-99.94,-14.5818,-18.8515,-97.57,0.66,0.5415,0.4939,245.19
RSI,EURUSD,M5,889,42.18,-21.72,-39.0,-14.6054,-17.6712,-21.87,0.38,0.0392,0.0762,7827.68
MACD,GBPUSD,M15,1018,34.58,-32.4,-54.43,-14.6404,-16.4999,-32.62,0.42,0.0819,0.102,6759.75
EMA_Cross,GBPAUD,M15,624,36.06,-32.96,-55.18,-14.6859,-17.0447,-33.04,0.28,0.0679,0.1384,6704.3
Bollinger,AUDJPY,M15,673,37.3,-36.65,-60.0,-14.6918,-20.2795,-36.65,0.36,0.1004,0.1681,6334.67
Stochastic,USDCAD,M15,953,44.6,-22.53,-40.09,-14.8702,-17.8993,-22.8,0.46,0.0502,0.0887,7746.75
EMA_Cross,EURAUD,M15,582,37.97,-30.28,-51.51,-14.8849,-16.9588,-30.25,0.28,0.0641,0.139,6971.77
Parabolic_SAR,USDJPY,M15,1049,34.22,-30.23,-51.45,-15.055,-17.7196,-30.29,0.45,0.0785,0.093,6976.58
RSI,LTCUSD,M5,1131,37.75,-93.73,-99.61,-15.0988,-18.398,-93.73,0.38,0.2925,0.5683,626.57
RSI,XRPUSD,M5,1233,37.47,-96.62,-99.89,-15.2467,-16.4475,-96.64,0.36,0.3538,0.648,338.19
Stochastic,BTCUSD,M15,1198,41.32,-94.03,-99.64,-15.4786,-18.6018,-94.06,0.42,0.4109,0.6863,596.67
EMA_Cross,XAUUSD,M5,1570,39.11,-70.46,-91.47,-15.775,-19.2302,-70.43,0.52,0.2076,0.2602,2953.59
MACD,USDCAD,M15,1062,33.15,-30.03,-51.16,-15.8988,-18.1621,-30.09,0.35,0.0517,0.0759,6997.0
Bollinger,GBPCHF,M15,692,34.25,-27.57,-47.65,-15.9421,-19.5234,-27.67,0.32,0.0627,0.1034,7243.43
Swing_SR,EURUSD,M5,720,46.53,-21.47,-38.59,-15.9681,-19.0336,-21.49,0.31,0.0314,0.0903,7853.32
RSI,GBPUSD,M5,916,42.58,-24.36,-43.07,-16.0202,-17.9701,-24.58,0.38,0.0429,0.0848,7564.18
Parabolic_SAR,LTCUSD,M15,1432,35.89,-98.11,-99.96,-16.1356,-20.089,-98.1,0.45,0.5217,0.7203,188.81
Swing_SR,NZDUSD,M5,669,51.12,-29.73,-50.93,-16.3471,-19.6622,-29.88,0.34,0.0519,0.1625,7027.06
Swing_SR,XRPUSD,M5,976,43.85,-92.46,-99.44,-16.4629,-21.201,-92.47,0.37,0.2839,0.6889,753.74
EMA_Cross,CADJPY,M15,617,31.93,-34.81,-57.63,-16.6784,-19.165,-34.82,0.21,0.0561,0.1281,6518.56
EMA_Cross,EURJPY,M15,584,33.73,-30.67,-52.05,-16.729,-18.3164,-30.63,0.2,0.0462,0.1181,6933.14
MACD,LTCUSD,M15,1408,33.38,-98.57,-99.98,-16.7439,-18.7233,-98.56,0.36,0.5064,0.7024,143.28
RSI,NZDUSD,M5,932,41.2,-36.35,-59.82,-16.8146,-19.0866,-36.35,0.34,0.059,0.1239,6364.84
Bollinger,GBPAUD,M15,665,35.04,-32.09,-54.01,-16.839,-21.2325,-32.1,0.32,0.0723,0.1285,6790.98
MACD,BTCUSD,M15,1300,35.85,-95.36,-99.78,-16.8401,-20.038,-95.41,0.35,0.3997,0.5886,463.8
Swing_SR,USDCAD,M5,745,44.97,-19.07,-34.75,-16.8574,-19.7905,-19.1,0.29,0.0251,0.0724,8093.26
Swing_SR,GBPUSD,M5,724,45.44,-25.89,-45.38,-16.883,-19.8672,-25.89,0.29,0.0367,0.1069,7410.71
Bollinger,XAUUSD,M5,1893,40.36,-78.82,-95.64,-16.9129,-22.0797,-78.96,0.53,0.211,0.2796,2117.64
MACD,GBPAUD,M15,993,34.04,-43.86,-68.61,-17.0484,-19.132,-43.88,0.3,0.0681,0.1232,5613.81
MACD,NZDJPY,M15,1032,34.69,-46.43,-71.43,-17.7714,-21.3283,-46.43,0.37,0.098,0.1445,5357.02
RSI,AUDJPY,M5,883,39.64,-38.23,-62.17,-17.818,-20.4987,-38.27,0.29,0.0546,0.1261,6177.05
Swing_SR,AUDJPY,M5,710,42.25,-40.03,-64.36,-17.8863,-18.7663,-40.03,0.19,0.0389,0.1537,5997.4
Parabolic_SAR,GBPUSD,M15,1123,34.19,-37.3,-60.81,-17.8974,-20.5041,-37.36,0.4,0.081,0.1052,6270.11
EMA_Cross,AUDUSD,M5,1723,38.07,-42.18,-66.9,-17.968,-22.8945,-42.37,0.45,0.0664,0.0921,5782.03
EMA_Cross,GBPCHF,M15,689,29.03,-38.39,-62.16,-18.0483,-19.5484,-38.46,0.16,0.0446,0.1175,6161.29
Parabolic_SAR,BTCUSD,M15,1404,33.4,-97.72,-99.95,-18.2012,-21.6631,-97.74,0.32,0.4089,0.6067,227.74
Parabolic_SAR,AUDJPY,M15,1115,36.5,-47.46,-72.52,-18.2245,-24.2712,-47.43,0.4,0.1011,0.1488,5254.1
Bollinger,EURJPY,M15,657,30.44,-32.56,-54.64,-18.2376,-21.2643,-32.64,0.23,0.0572,0.1111,6744.22
RSI,NZDJPY,M5,860,38.02,-40.12,-64.47,-18.5678,-20.7971,-40.13,0.24,0.0482,0.1257,5988.01
RSI,USDCAD,M5,834,35.85,-22.17,-39.7,-18.6852,-20.4676,-22.25,0.23,0.025,0.0609,7782.51
Bollinger,AUDUSD,M5,1945,40.1,-41.66,-66.29,-18.7868,-21.7781,-41.78,0.51,0.0705,0.0933,5834.24
Swing_SR,EURAUD,M5,757,33.29,-36.55,-60.07,-18.8119,-20.1602,-36.59,0.14,0.0283,0.1043,6344.59
Bollinger,EURAUD,M15,667,32.38,-34.28,-56.94,-18.9694,-23.0866,-34.34,0.29,0.0761,0.1294,6571.69
Swing_SR,BTCUSD,M5,919,34.71,-90.2,-99.05,-18.9992,-21.7015,-90.12,0.24,0.2116,0.4973,980.36
MACD,EURJPY,M15,995,30.15,-45.89,-70.84,-19.1499,-20.8963,-45.85,0.2,0.0477,0.1092,5411.37
Bollinger,GBPJPY,M15,674,26.56,-38.97,-62.88,-19.2022,-23.1217,-38.97,0.22,0.0745,0.1266,6102.97
MACD,EURAUD,M15,981,34.35,-45.16,-70.05,-19.3001,-21.0641,-45.13,0.28,0.0659,0.1277,5483.94
RSI,BTCUSD,M5,1171,32.54,-94.82,-99.74,-19.3221,-22.1036,-94.83,0.29,0.2657,0.5009,518.34
Stochastic,GBPAUD,M15,937,41.62,-40.2,-64.36,-19.3271,-23.8732,-40.16,0.36,0.069,0.1431,5980.32
Parabolic_SAR,USDCAD,M15,1145,34.24,-31.72,-53.5,-19.4313,-24.0047,-31.75,0.35,0.0519,0.0776,6827.99
EMA_Cross,GBPJPY,M15,592,30.41,-39.66,-63.71,-19.4491,-22.3414,-39.63,0.16,0.0499,0.1443,6034.33
Parabolic_SAR,NZDJPY,M15,1117,36.35,-48.76,-73.86,-19.6156,-22.2964,-48.73,0.37,0.0948,0.148,5124.28
Stochastic,EURAUD,M15,937,41.09,-42.55,-67.12,-19.9283,-22.7748,-42.65,0.32,0.0655,0.1462,5744.79
EMA_Cross,USDCHF,M5,1709,38.27,-40.63,-65.08,-19.9364,-22.3264,-40.78,0.35,0.0424,0.0757,5936.81
RSI,GBPAUD,M5,796,29.15,-39.04,-63.17,-20.0839,-21.3919,-39.08,0.14,0.0326,0.1013,6096.2
MACD,CADJPY,M15,1037,31.53,-47.16,-72.2,-20.3458,-22.6899,-47.16,0.25,0.0593,0.1171,5284.13
Stochastic,XAUUSD,M5,2672,42.37,-88.24,-98.67,-20.4658,-23.8921,-88.35,0.57,0.2147,0.296,1176.46
Stochastic,GBPCHF,M15,869,39.24,-37.83,-61.47,-20.5633,-22.7732,-37.83,0.26,0.0456,0.1194,6217.47
MACD,AUDUSD,M5,2825,37.31,-55.73,-80.69,-20.5957,-22.8841,-55.87,0.46,0.0647,0.0845,4426.96
Stochastic,CADJPY,M15,926,40.6,-41.11,-65.44,-20.7609,-23.1285,-41.08,0.3,0.0568,0.135,5889.17
MACD,XAUUSD,M5,2738,36.23,-88.86,-98.81,-20.7775,-24.243,-88.86,0.52,0.2079,0.2432,1113.61
EMA_Cross,EURGBP,M15,648,19.14,-34.95,-57.81,-20.8845,-21.9474,-34.89,0.06,0.0223,0.0875,6504.61
Stochastic,EURJPY,M15,922,38.39,-39.9,-64.01,-21.3758,-25.2489,-39.95,0.26,0.0491,0.1201,6009.52
EMA_Cross,EURCHF,M15,659,23.37,-35.35,-58.33,-22.4277,-23.8523,-35.35,0.09,0.0268,0.0947,6464.53
Swing_SR,NZDJPY,M5,688,42.44,-38.43,-62.42,-22.5434,-25.6615,-38.43,0.2,0.04,0.1518,6157.11
MACD,GBPJPY,M15,1049,27.26,-58.65,-83.0,-22.6307,-24.2713,-58.65,0.15,0.0499,0.1343,4135.39
Parabolic_SAR,EURAUD,M15,1136,34.68,-49.24,-74.35,-22.8394,-25.8282,-49.22,0.28,0.0647,0.1256,5076.3
RSI,CADJPY,M5,860,26.51,-38.32,-62.29,-22.9164,-25.0054,-38.42,0.14,0.0344,0.0893,6167.52
Bollinger,EURCHF,M15,690,23.62,-30.92,-52.4,-22.9242,-26.7963,-30.88,0.19,0.0525,0.0864,6907.93
Parabolic_SAR,GBPAUD,M15,1123,35.35,-48.18,-73.27,-23.0096,-26.1885,-48.15,0.3,0.0666,0.1269,5181.99
RSI,GBPJPY,M5,827,16.08,-48.11,-73.39,-23.1698,-23.932,-48.13,0.07,0.0371,0.1016,5189.2
Parabolic_SAR,XAUUSD,M5,3138,36.2,-92.84,-99.51,-23.2406,-28.9123,-92.84,0.5,0.2063,0.2481,715.85
RSI,EURAUD,M5,841,29.85,-39.66,-63.92,-23.2985,-25.1506,-39.68,0.14,0.0321,0.0992,6033.8
RSI,EURJPY,M5,833,20.77,-37.83,-61.68,-23.3041,-24.1977,-37.83,0.11,0.0338,0.081,6216.62
RSI,GBPCHF,M5,839,24.43,-38.58,-62.61,-23.3938,-24.7381,-38.62,0.11,0.0292,0.0863,6141.9
Parabolic_SAR,CADJPY,M15,1111,32.76,-49.47,-74.58,-23.7305,-25.5862,-49.47,0.25,0.0571,0.1191,5053.19
MACD,GBPCHF,M15,1072,30.69,-47.48,-72.54,-23.8849,-24.9686,-47.41,0.2,0.0456,0.1068,5252.03
EMA_Cross,NZDUSD,M5,1643,36.64,-56.89,-81.69,-23.895,-26.4645,-56.96,0.26,0.0485,0.1088,4311.27
Swing_SR,CADJPY,M5,725,27.17,-35.16,-58.29,-24.0629,-26.1745,-35.22,0.11,0.0253,0.0918,6483.65
Swing_SR,GBPCHF,M5,803,22.04,-38.2,-62.13,-24.17,-25.3851,-38.2,0.07,0.0204,0.0826,6180.14
Swing_SR,GBPAUD,M5,756,32.41,-36.54,-60.06,-24.2181,-27.0203,-36.57,0.15,0.0295,0.1033,6345.91
